ticker,yf_symbol,yf_suffix,isin,name,type,domicile,dist_policy,replication,strategy,ter,fund_size_eur,country,sector,currency
VGVE,VGVE.DE,.DE,IE00BKX55T58,Vanguard FTSE Developed World UCITS ETF Distributing,ETF,Ireland,Distributing,Optimized sampling,Long-only,0.12,,Ireland,,
SXRW,SXRW.DE,.DE,IE00B53HP851,iShares Core FTSE 100 UCITS ETF GBP (Acc),ETF,Ireland,Accumulating,Full replication,Long-only,0.07,,Ireland,,
G2X,G2X.DE,.DE,IE00BQQP9F84,VanEck Gold Miners UCITS ETF,ETF,Ireland,Accumulating,Full replication,Long-only,0.53,,Ireland,,
AMEM,AMEM.DE,.DE,LU1681045370,Amundi MSCI Emerging Markets Swap UCITS ETF EUR Acc,ETF,Luxembourg,Accumulating,Swap based Unfunded,Long-only,0.2,,Luxembourg,,
V50A,V50A.DE,.DE,LU1681047236,Amundi Core EURO STOXX 50 UCITS ETF EUR Acc,ETF,Luxembourg,Accumulating,Full replication,Long-only,0.09,,Luxembourg,,
10AF,AEME.PA,→AEME.PA,LU1437017350,Amundi Core MSCI Emerging Markets UCITS ETF Acc,ETF,Luxembourg,Accumulating,Full replication,Long-only,0.18,,Luxembourg,,
AYE2,AYE2.DE,.DE,IE00BJK55C48,iShares EUR High Yield Corporate Bond ESG SRI UCITS ETF EUR (Acc),ETF,Ireland,Accumulating,Sampling,Long-only,0.25,,Ireland,,
QDVJ,AGGU.L,→AGGU.L,IE00BZ043R46,iShares Core Global Aggregate Bond UCITS ETF USD Hedged (Acc),ETF,Ireland,Accumulating,Sampling,Long-only,0.1,,Ireland,,
IS3R,IS3R.DE,.DE,IE00BP3QZ825,iShares Edge MSCI World Momentum Factor UCITS ETF (Acc),ETF,Ireland,Accumulating,Optimized sampling,Long-only,0.25,,Ireland,,
IUSG,IUSG,,IE00BF11F565,iShares Core EUR Corporate Bond UCITS ETF (Acc),ETF,Ireland,Accumulating,Sampling,Long-only,0.09,,Ireland,,
SXR4,SXR4.DE,.DE,IE00B52SFT06,iShares MSCI USA UCITS ETF (Acc),ETF,Ireland,Accumulating,Full replication,Long-only,0.03,,Ireland,,
IUS7,IUS7.DE,.DE,IE00B2NPKV68,iShares J.P. Morgan USD Emerging Markets Bond UCITS ETF (Dist),ETF,Ireland,Distributing,Sampling,Long-only,0.45,,Ireland,,
VGEA,VGEA.DE,.DE,IE00BH04GL39,Vanguard EUR Eurozone Government Bond UCITS ETF Accumulating,ETF,Ireland,Accumulating,Sampling,Long-only,0.07,,Ireland,,
ACWIA,ACWIA.MI,.MI,IE00BYM11H29,UBS MSCI ACWI SF UCITS ETF USD acc,ETF,Ireland,Accumulating,Swap based,Long-only,0.21,,Ireland,,
EEUX,EEUX.DE,.DE,LU1291099718,BNP Paribas Easy MSCI Europe Min TE UCITS ETF,ETF,Luxembourg,Accumulating,Full replication,Long-only,0.15,,Luxembourg,,
EXV1,EXV1.DE,.DE,DE000A0F5UJ7,iShares STOXX Europe 600 Banks UCITS ETF (DE),ETF,Germany,Accumulating,Full replication,Long-only,0.47,,Germany,,
IBCD,IBCD.DE,.DE,IE0032895942,iShares USD Corporate Bond UCITS ETF (Dist),ETF,Ireland,Distributing,Sampling,Long-only,0.2,,Ireland,,
SPYD,SPYD.DE,.DE,IE00B6YX5D40,State Street SPDR S&P U.S. Dividend Aristocrats UCITS ETF USD Unhedged (Dist),ETF,Ireland,Distributing,Full replication,Long-only,0.35,,Ireland,,
ESAP,ESAP.DE,.DE,FR0011550177,BNP Paribas Easy S&P 500 UCITS ETF USD (Acc),ETF,France,Accumulating,Swap based Unfunded,Long-only,0.14,,France,,
PJSB,MINT.L,→MINT.L,IE00B67B7N93,PIMCO US Dollar Short Maturity UCITS ETF Dist,ETF,Ireland,Distributing,Optimized sampling,"Long-only, Active",0.35,,Ireland,,
LYY,CAC.PA,→CAC.PA,FR0007052782,Amundi CAC 40 UCITS ETF Dist,ETF,France,Distributing,Full replication,Long-only,0.25,,France,,
2B76,2B76.DE,.DE,IE00BYZK4552,iShares Automation & Robotics UCITS ETF,ETF,Ireland,Accumulating,Optimized sampling,Long-only,0.4,,Ireland,,
H410,H410.DE,.DE,IE00B5SSQT16,HSBC MSCI Emerging Markets UCITS ETF USD,ETF,Ireland,Accumulating,Full replication,Long-only,0.15,,Ireland,,
SXR1,SXR1.DE,.DE,IE00B52MJY50,iShares Core MSCI Pacific ex Japan UCITS ETF (Acc),ETF,Ireland,Accumulating,Full replication,Long-only,0.2,,Ireland,,
CB3G,CB3G.DE,.DE,LU1681046261,Amundi Euro Government tilted Green Bond UCITS ETF Acc,ETF,Luxembourg,Accumulating,Sampling,Long-only,0.14,,Luxembourg,,
UET5,UET5.DE,.DE,LU1971906802,UBS EURO STOXX 50 ESG UCITS ETF EUR dis,ETF,Luxembourg,Accumulating,Full replication,Long-only,0.1,,Luxembourg,,
WEB2,WEB2.DE,.DE,IE0006IP4XZ8,Amundi MSCI USA ESG Broad Transition UCITS ETF Acc,ETF,Ireland,Accumulating,Full replication,Long-only,0.07,,Ireland,,
VERX,VERX.DE,.DE,IE00BKX55S42,Vanguard FTSE Developed Europe ex UK UCITS ETF (EUR) Distributing,ETF,Ireland,Distributing,Full replication,Long-only,0.1,,Ireland,,
XAMB,XAMB.DE,.DE,IE000Y77LGG9,Amundi MSCI World SRI Climate Paris Aligned UCITS ETF Acc,ETF,Ireland,Accumulating,Full replication,Long-only,0.18,,Ireland,,
ICGA,ICGA.DE,.DE,IE00BJ5JPG56,iShares MSCI China UCITS ETF USD (Acc),ETF,Ireland,Accumulating,Full replication,Long-only,0.28,,Ireland,,
QDV4,FLOA.L,→FLOA.L,IE00BDFGJ627,iShares USD Floating Rate Bond UCITS ETF USD (Acc),ETF,Ireland,Accumulating,Sampling,Long-only,0.1,,Ireland,,
EDM4,EDM4.DE,.DE,IE00BHZPJ015,iShares MSCI EMU ESG Enhanced CTB UCITS ETF EUR (Acc),ETF,Ireland,Accumulating,Optimized sampling,Long-only,0.12,,Ireland,,
VECP,VECP.DE,.DE,IE00BZ163G84,Vanguard EUR Corporate Bond UCITS ETF (EUR) Distributing,ETF,Ireland,Distributing,Sampling,Long-only,0.07,,Ireland,,
QDVI,QDVI.DE,.DE,IE00BD1F4M44,iShares Edge MSCI USA Value Factor UCITS ETF,ETF,Ireland,Accumulating,Full replication,Long-only,0.2,,Ireland,,
XXSC,XXSC.DE,.DE,LU0322253906,Xtrackers MSCI Europe Small Cap UCITS ETF 1C,ETF,Luxembourg,Accumulating,Optimized sampling,Long-only,0.3,,Luxembourg,,
ECR3,ECR3.DE,.DE,LU2037748774,Amundi Index Euro Corporate SRI 0-3 Y UCITS ETF DR (C),ETF,Luxembourg,Accumulating,Sampling,Long-only,0.12,,Luxembourg,,
L8I3,L8I3.DE,.DE,FR0010510800,Amundi EUR Overnight Return UCITS ETF Acc,ETF,France,Accumulating,Swap based Unfunded,Long-only,0.1,,France,,
EQQB,EQQB.DE,.DE,IE00BFZXGZ54,Invesco EQQQ Nasdaq-100 UCITS ETF Acc,ETF,Ireland,Accumulating,Full replication,Long-only,0.3,,Ireland,,
PPFD,ISLN.L,→ISLN.L,IE00B4NCWG09,iShares Physical Silver ETC,ETF,Ireland,Accumulating,Physically backed,Long-only,0.2,,Ireland,,
FYER,FYER.DE,.DE,IE00BLRPN388,Fidelity Emerging Markets Equity Research Enhanced UCITS ETF ACC-USD,ETF,Ireland,Accumulating,Full replication,"Long-only, Active",0.3,,Ireland,,
XDWH,XDWH.DE,.DE,IE00BM67HK77,Xtrackers MSCI World Health Care UCITS ETF 1C,ETF,Ireland,Accumulating,Full replication,Long-only,0.25,,Ireland,,
GBSP,GBSP.L,.L,JE00B7VG2M16,WisdomTree Physical Gold - GBP Daily Hedged,ETF,Jersey,Accumulating,Physically backed,Long-only,0.12,,Jersey,,
VUKG,VUKG.DE,.DE,IE00BFMXYP42,Vanguard FTSE 100 UCITS ETF (GBP) Accumulating,ETF,Ireland,Accumulating,Full replication,Long-only,0.09,,Ireland,,
QDVS,QDVS.DE,.DE,IE00BYVJRP78,iShares MSCI EM SRI UCITS ETF,ETF,Ireland,Accumulating,Full replication,Long-only,0.25,,Ireland,,
VZLC,1673.T,→1673.T,JE00B1VS3333,WisdomTree Physical Silver,ETF,Jersey,Accumulating,Physically backed,Long-only,0.49,,Jersey,,
IUSM,IUSM.DE,.DE,IE00B1FZS798,iShares USD Treasury Bond 7-10yr UCITS ETF (Dist),ETF,Ireland,Distributing,Sampling,Long-only,0.07,,Ireland,,
ESEE,ESEE.DE,.DE,FR0011550185,BNP Paribas Easy S&P 500 UCITS ETF EUR,ETF,France,Accumulating,Swap based Unfunded,Long-only,0.14,,France,,
IUSK,IUSK.DE,.DE,IE00B52VJ196,iShares MSCI Europe SRI UCITS ETF (Acc),ETF,Ireland,Accumulating,Full replication,Long-only,0.2,,Ireland,,
XZMJ,XZMJ.DE,.DE,IE00BG36TC12,Xtrackers MSCI Japan ESG UCITS ETF 1C,ETF,Ireland,Accumulating,Full replication,Long-only,0.2,,Ireland,,
VFEM,VFEM.DE,.DE,IE00B3VVMM84,Vanguard FTSE Emerging Markets UCITS ETF (USD) Distributing,ETF,Ireland,Distributing,Full replication,Long-only,0.17,,Ireland,,
VUCE,VUCE.DE,.DE,IE00BGYWFK87,Vanguard USD Corporate Bond UCITS ETF Accumulating,ETF,Ireland,Accumulating,Sampling,Long-only,0.07,,Ireland,,
10AP,500U.L,→500U.L,LU1681049018,Amundi S&P 500 Swap UCITS ETF USD Acc,ETF,Luxembourg,Accumulating,Swap based Unfunded,Long-only,0.15,,Luxembourg,,
5ESG,5ESG.DE,.DE,IE00BKS7L097,Invesco S&P 500 Scored & Screened UCITS ETF Acc,ETF,Ireland,Accumulating,Swap based Unfunded,Long-only,0.09,,Ireland,,
DBXP,DBXP.DE,.DE,LU0290356871,Xtrackers Eurozone Government Bond 1-3 UCITS ETF 1C,ETF,Luxembourg,Accumulating,Sampling,Long-only,0.1,,Luxembourg,,
ASWC,ASWC.DE,.DE,IE000OJ5TQP4,HANetf Future of Defence UCITS ETF,ETF,Ireland,Accumulating,Full replication,Long-only,0.49,,Ireland,,
WEBH,WEBH.DE,.DE,IE000FSN19U2,Amundi Core MSCI USA UCITS ETF Acc,ETF,Ireland,Accumulating,Full replication,Long-only,0.03,,Ireland,,
LYPS,LYPS.DE,.DE,LU0496786574,Amundi Core S&P 500 Swap UCITS ETF EUR Dist,ETF,Luxembourg,Distributing,Swap based Unfunded,Long-only,0.05,,Luxembourg,,
CSY1,CSY1.DE,.DE,IE000OULL4R4,UBS MSCI USA NSL UCITS ETF USD acc,ETF,Ireland,Accumulating,Full replication,Long-only,0.09,,Ireland,,
EXSI,EXSI.DE,.DE,DE000A0D8Q07,iShares EURO STOXX UCITS ETF (DE),ETF,Germany,Accumulating,Full replication,Long-only,0.2,,Germany,,
ESGU,ESGU.DE,.DE,IE00BJQRDM08,Invesco MSCI USA Universal Screened UCITS ETF Acc,ETF,Ireland,Accumulating,Optimized sampling,Long-only,0.09,,Ireland,,
JREE,JREE.DE,.DE,IE00BF4G7183,JPMorgan Europe Research Enhanced Index Equity (ESG) UCITS ETF EUR (acc),ETF,Ireland,Accumulating,Full replication,"Long-only, Active",0.23,,Ireland,,
IQQ0,IQQ0.DE,.DE,IE00B8FHGS14,iShares Edge MSCI World Minimum Volatility UCITS ETF USD (Acc),ETF,Ireland,Accumulating,Optimized sampling,Long-only,0.3,,Ireland,,
ERNX,ERNX.DE,.DE,IE000RHYOR04,iShares EUR Ultrashort Bond UCITS ETF EUR (Acc),ETF,Ireland,Accumulating,Sampling,Long-only,0.09,,Ireland,,
UC64,UC64.L,.L,LU0950670850,UBS MSCI United Kingdom UCITS ETF GBP acc,ETF,Luxembourg,Accumulating,Full replication,Long-only,0.2,,Luxembourg,,
IQQH,IQQH.DE,.DE,IE00B1XNHC34,iShares Global Clean Energy Transition UCITS ETF USD (Dist),ETF,Ireland,Distributing,Full replication,Long-only,0.65,,Ireland,,
IMBA,IMBA.L,.L,IE00BYXYYN70,iShares US Mortgage Backed Securities UCITS ETF (Acc),ETF,Ireland,Accumulating,Sampling,Long-only,0.28,,Ireland,,
VECA,VECA.DE,.DE,IE00BGYWT403,Vanguard EUR Corporate Bond UCITS ETF Accumulating,ETF,Ireland,Accumulating,Sampling,Long-only,0.07,,Ireland,,
IXUA,IXUA.DE,.DE,IE000R4ZNTN3,iShares MSCI World ex-USA UCITS ETF USD (Acc),ETF,Ireland,Accumulating,Full replication,Long-only,0.15,,Ireland,,
VNRT,VNRT.DE,.DE,IE00BKX55R35,Vanguard FTSE North America UCITS ETF (USD) Distributing,ETF,Ireland,Distributing,Full replication,Long-only,0.08,,Ireland,,
E500,E500.DE,.DE,IE00BRKWGL70,Invesco S&P 500 EUR Hedged UCITS ETF,ETF,Ireland,Accumulating,Swap based Unfunded,Long-only,0.05,,Ireland,,
FWIA,FWIA.DE,.DE,IE000716YHJ7,Invesco FTSE All-World UCITS ETF Acc,ETF,Ireland,Accumulating,Optimized sampling,Long-only,0.15,,Ireland,,
XUSW,XUSW.DE,.DE,LU2581375073,Xtrackers MSCI USA Swap UCITS ETF 1D,ETF,Luxembourg,Accumulating,Swap based Unfunded,Long-only,0.07,,Luxembourg,,
JEQP,JEQP.DE,.DE,IE000U9J8HX9,JPMorgan Nasdaq Equity Premium Income Active UCITS ETF USD (Dist),ETF,Ireland,Distributing,Full replication,"Long-only, Active",0.35,,Ireland,,
XAD5,XAD5.DE,.DE,DE000A1E0HR8,Xtrackers Physical Gold ETC (EUR),ETF,Jersey,Accumulating,Physically backed,Long-only,0.25,,Jersey,,
IS00,IHYA.L,→IHYA.L,IE00BYXYYL56,iShares USD High Yield Corporate Bond UCITS ETF USD (Acc),ETF,Ireland,Accumulating,Sampling,Long-only,0.5,,Ireland,,
EUNA,EUNA.DE,.DE,IE00BDBRDM35,iShares Core Global Aggregate Bond UCITS ETF EUR Hedged (Acc),ETF,Ireland,Accumulating,Sampling,Long-only,0.1,,Ireland,,
LBNK,LBNK.DE,.DE,LU1834983477,Amundi STOXX Europe 600 Banks UCITS ETF Acc,ETF,Luxembourg,Accumulating,Swap based Unfunded,Long-only,0.3,,Luxembourg,,
QDVR,QDVR.DE,.DE,IE00BYVJRR92,iShares MSCI USA SRI UCITS ETF USD (Acc),ETF,Ireland,Accumulating,Full replication,Long-only,0.2,,Ireland,,
FRCF,SW2CHB.SW,→SW2CHB.SW,LU0977261329,UBS MSCI Switzerland 20/35 UCITS ETF CHF acc,ETF,Luxembourg,Accumulating,Full replication,Long-only,0.2,,Luxembourg,,
ZPAB,ZPAB.DE,.DE,LU2195226068,Amundi S&P Eurozone Climate Paris Aligned UCITS ETF Acc,ETF,Luxembourg,Accumulating,Full replication,Long-only,0.2,,Luxembourg,,
CEMS,CEMS.DE,.DE,IE00BQN1K901,iShares Edge MSCI Europe Value Factor UCITS ETF,ETF,Ireland,Accumulating,Optimized sampling,Long-only,0.25,,Ireland,,
IUST,IUST.DE,.DE,IE00B1FZSC47,iShares USD TIPS UCITS ETF USD (Acc),ETF,Ireland,Accumulating,Sampling,Long-only,0.1,,Ireland,,
VJPN,VJPN.DE,.DE,IE00B95PGT31,Vanguard FTSE Japan UCITS ETF (USD) Distributing,ETF,Ireland,Distributing,Full replication,Long-only,0.1,,Ireland,,
FLXK,FLXK.DE,.DE,IE00BHZRR030,Franklin FTSE Korea UCITS ETF ,ETF,Ireland,Accumulating,Full replication,Long-only,0.09,,Ireland,,
XDEQ,XDEQ.DE,.DE,IE00BL25JL35,Xtrackers MSCI World Quality UCITS ETF 1C,ETF,Ireland,Accumulating,Full replication,Long-only,0.25,,Ireland,,
EXI2,EXI2.DE,.DE,DE0006289382,iShares Dow Jones Global Titans 50 UCITS ETF (DE) EUR (Dist),ETF,Germany,Distributing,Optimized sampling,Long-only,0.51,,Germany,,
IUS3,IUS3.DE,.DE,IE00B2QWCY14,iShares S&P SmallCap 600 UCITS ETF,ETF,Ireland,Accumulating,Optimized sampling,Long-only,0.3,,Ireland,,
VWCG,VWCG.DE,.DE,IE00BK5BQX27,Vanguard FTSE Developed Europe UCITS ETF (EUR) Accumulating,ETF,Ireland,Accumulating,Full replication,Long-only,0.1,,Ireland,,
WELE,WELE.DE,.DE,IE000LAP5Z18,Amundi S&P 500 Equal Weight ESG UCITS ETF Acc,ETF,Ireland,Accumulating,Full replication,Long-only,0.18,,Ireland,,
CEUG,CEUG.DE,.DE,LU1681042609,Amundi MSCI Europe ESG Broad Transition UCITS ETF - EUR (C),ETF,Luxembourg,Accumulating,Full replication,Long-only,0.12,,Luxembourg,,
B8TL,SMTC.L,→SMTC.L,LU1248511575,Amundi Smart Overnight Return UCITS ETF USD Hedged Acc,ETF,Luxembourg,Accumulating,Swap based Unfunded,Long-only,0.1,,Luxembourg,,
XGLE,XGLE.DE,.DE,LU0290355717,Xtrackers II Eurozone Government Bond UCITS ETF 1C,ETF,Luxembourg,Accumulating,Sampling,Long-only,0.07,,Luxembourg,,
AUM5,AUM5.DE,.DE,LU1681048804,Amundi S&P 500 Swap UCITS ETF EUR Acc,ETF,Luxembourg,Accumulating,Swap based Unfunded,Long-only,0.15,,Luxembourg,,
QDVG,QDVG.DE,.DE,IE00B43HR379,iShares S&P 500 Health Care Sector UCITS ETF (Acc),ETF,Ireland,Accumulating,Full replication,Long-only,0.15,,Ireland,,
JBEM,JBEM.DE,.DE,LU1481202692,BNP Paribas Easy JPM ESG EMU Government Bond IG UCITS ETF,ETF,Luxembourg,Accumulating,Full replication,Long-only,0.15,,Luxembourg,,
AE5B,AE5B.DE,.DE,LU2608817958,Amundi MSCI Europe Action UCITS ETF Dist,ETF,Luxembourg,Distributing,Full replication,Long-only,0.09,,Luxembourg,,
LYQ2,LYQ2.DE,.DE,LU1650487413,Amundi Euro Government Bond 1-3Y UCITS ETF Acc,ETF,Luxembourg,Accumulating,Full replication,Long-only,0.15,,Luxembourg,,
SECA,SECA.DE,.DE,IE00BLDGH553,iShares EUR Government Bond Climate UCITS ETF EUR (Acc),ETF,Ireland,Accumulating,Optimized sampling,Long-only,0.09,,Ireland,,
4UBB,4UBB.DE,.DE,IE00BD4TXS21,UBS Core MSCI USA UCITS ETF USD acc,ETF,Ireland,Accumulating,Full replication,Long-only,0.06,,Ireland,,
IBCN,IBCN.DE,.DE,IE00B1FZS681,iShares Euro Government Bond 3-5yr UCITS ETF,ETF,Ireland,Accumulating,Sampling,Long-only,0.15,,Ireland,,
USPY,USPY.DE,.DE,IE00BYPLS672,L&G Cyber Security UCITS ETF,ETF,Ireland,Accumulating,Full replication,Long-only,0.69,,Ireland,,
VNRA,VNRA.DE,.DE,IE00BK5BQW10,Vanguard FTSE North America UCITS ETF (USD) Accumulating,ETF,Ireland,Accumulating,Full replication,Long-only,0.08,,Ireland,,
VAGY,VAGY.DE,.DE,IE00BGYWSV06,Vanguard USD Corporate 1-3 Year Bond UCITS ETF Accumulating,ETF,Ireland,Accumulating,Sampling,Long-only,0.09,,Ireland,,
SXRN,CBE3.L,→CBE3.L,IE00B3VTMJ91,iShares Euro Government Bond 1-3yr UCITS ETF (Acc),ETF,Ireland,Accumulating,Sampling,Long-only,0.15,,Ireland,,
QDVL,QDVL.DE,.DE,IE00BYZTVV78,iShares EUR Corporate Bond 0-3yr ESG SRI UCITS ETF EUR (Dist),ETF,Ireland,Distributing,Sampling,Long-only,0.12,,Ireland,,
EUNU,EUNU.DE,.DE,IE00B3F81409,iShares Core Global Aggregate Bond UCITS ETF USD (Dist),ETF,Ireland,Distributing,Sampling,Long-only,0.1,,Ireland,,
IUSU,IUSU.DE,.DE,IE00B14X4S71,iShares USD Treasury Bond 1-3yr UCITS ETF (Dist),ETF,Ireland,Distributing,Sampling,Long-only,0.07,,Ireland,,
SXRG,SXRG.DE,.DE,IE00B3VWM098,iShares MSCI USA Small Cap ESG Enhanced CTB UCITS ETF USD (Acc),ETF,Ireland,Accumulating,Optimized sampling,Long-only,0.43,,Ireland,,
ASR3,ASR3.DE,.DE,LU2008760592,BNP Paribas Easy EUR Corporate Bond SRI PAB 1-3Y UCITS ETF Dist,ETF,Luxembourg,Distributing,Full replication,Long-only,0.15,,Luxembourg,,
EXX1,EXX1.DE,.DE,DE0006289309,iShares EURO STOXX Banks 30-15 UCITS ETF (DE),ETF,Germany,Accumulating,Full replication,Long-only,0.52,,Germany,,
WEBP,WEBP.DE,.DE,IE000UZTA1X0,Amundi S&P 500 Climate Paris Aligned UCITS ETF Dist,ETF,Ireland,Distributing,Full replication,Long-only,0.07,,Ireland,,
PR1J,PR1J.DE,.DE,LU1931974775,Amundi Prime Japan UCITS ETF DR (D),ETF,Luxembourg,Accumulating,Full replication,Long-only,0.05,,Luxembourg,,
ASRE,ASRE.DE,.DE,LU2244387457,BNP Paribas Easy JPM ESG EMU Government Bond IG 3-5Y UCITS ETF (Acc),ETF,Luxembourg,Accumulating,Full replication,Long-only,0.15,,Luxembourg,,
CHCORP,CHCORP.SW,.SW,CH0226976816,iShares Core CHF Corporate Bond ETF (CH) CHF (Dist),ETF,Switzerland,Distributing,Sampling,Long-only,0.15,,Switzerland,,
LYPG,LYPG.DE,.DE,LU0533033667,Amundi MSCI World Information Technology UCITS ETF EUR Acc,ETF,Luxembourg,Accumulating,Swap based Unfunded,Long-only,0.3,,Luxembourg,,
SXRC,DTLA.L,→DTLA.L,IE00BFM6TC58,iShares USD Treasury Bond 20+yr UCITS ETF USD (Acc),ETF,Ireland,Accumulating,Sampling,Long-only,0.07,,Ireland,,
SXRS,SXRS.DE,.DE,IE00BDFL4P12,iShares Diversified Commodity Swap UCITS ETF,ETF,Ireland,Accumulating,Swap based Unfunded,Long-only,0.19,,Ireland,,
XRS2,XRS2.DE,.DE,IE00BJZ2DD79,Xtrackers Russell 2000 UCITS ETF 1C,ETF,Ireland,Accumulating,Full replication,Long-only,0.3,,Ireland,,
LYYB,LYYB.DE,.DE,IE000QQ8Z0D8,Amundi MSCI USA ESG Broad Transition UCITS ETF Dist,ETF,Ireland,Distributing,Full replication,Long-only,0.07,,Ireland,,
EDM6,EDM6.DE,.DE,IE00BHZPJ783,iShares MSCI Europe ESG Enhanced CTB UCITS ETF EUR (Acc),ETF,Ireland,Accumulating,Optimized sampling,Long-only,0.12,,Ireland,,
SEC0,SEC0.DE,.DE,IE000I8KRLL9,iShares MSCI Global Semiconductors UCITS ETF USD (Acc),ETF,Ireland,Accumulating,Full replication,Long-only,0.35,,Ireland,,
IS3C,IS3C.DE,.DE,IE00B9M6RS56,iShares J.P. Morgan USD EM Bond EUR Hedged UCITS ETF (Dist),ETF,Ireland,Distributing,Sampling,Long-only,0.5,,Ireland,,
VUCF,VUCF.DE,.DE,IE00BLRPPV00,Vanguard U.S. Treasury 0-1 Year Bond UCITS ETF (USD) Accumulating,ETF,Ireland,Accumulating,Full replication,Long-only,0.05,,Ireland,,
SPPE,SPPE.DE,.DE,IE00BYYW2V44,State Street SPDR S&P 500 UCITS ETF EUR Hedged,ETF,Ireland,Accumulating,Full replication,Long-only,0.05,,Ireland,,
BPGE,BPGE.DE,.DE,IE000ASNLWH9,Nordea BetaPlus Enhanced Global Sustainable Equity UCITS ETF USD (Acc),ETF,Ireland,Accumulating,Full replication,"Long-only, Active",0.25,,Ireland,,
XAD1,XAD1.DE,.DE,DE000A1EK0G3,Xtrackers Physical Gold EUR Hedged ETC,ETF,Jersey,Accumulating,Physically backed,Long-only,0.59,,Jersey,,
AWESG,AWESG.MI,.MI,IE00BDQZMX67,UBS MSCI ACWI Universal UCITS ETF USD dis,ETF,Ireland,Accumulating,Optimized sampling,Long-only,0.23,,Ireland,,
CSY2,CSY2.DE,.DE,IE00063GNWK1,UBS MSCI USA Selection UCITS ETF USD acc,ETF,Ireland,Accumulating,Full replication,Long-only,0.1,,Ireland,,
UEF5,UEF5.DE,.DE,LU1048313891,UBS MSCI EM Socially Responsible UCITS ETF USD dis,ETF,Luxembourg,Accumulating,Optimized sampling,Long-only,0.24,,Luxembourg,,
IBCS,IBCS.DE,.DE,IE0032523478,iShares Euro Corporate Bond Large Cap UCITS ETF,ETF,Ireland,Accumulating,Sampling,Long-only,0.09,,Ireland,,
36BZ,36BZ.DE,.DE,IE00BQT3WG13,iShares MSCI China A UCITS ETF,ETF,Ireland,Accumulating,Full replication,Long-only,0.4,,Ireland,,
IQQJ,IQQJ.DE,.DE,IE00B02KXH56,iShares MSCI Japan UCITS ETF (Dist),ETF,Ireland,Distributing,Full replication,Long-only,0.12,,Ireland,,
XDW0,XDW0.DE,.DE,IE00BM67HM91,Xtrackers MSCI World Energy UCITS ETF 1C,ETF,Ireland,Accumulating,Full replication,Long-only,0.25,,Ireland,,
VGWE,VGWE.DE,.DE,IE00BK5BR626,Vanguard FTSE All-World High Dividend Yield UCITS ETF Acc,ETF,Ireland,Accumulating,Optimized sampling,Long-only,0.29,,Ireland,,
IS15,IS15.L,.L,IE00B5L65R35,iShares GBP Corporate Bond 0-5yr UCITS ETF,ETF,Ireland,Accumulating,Sampling,Long-only,0.2,,Ireland,,
UIMI,UIMI.DE,.DE,LU0480132876,UBS Core MSCI EM UCITS ETF USD dis,ETF,Luxembourg,Accumulating,Optimized sampling,Long-only,0.15,,Luxembourg,,
XB4F,XB4F.DE,.DE,LU0484968812,Xtrackers II EUR Corporate Bond SRI PAB UCITS ETF 1D,ETF,Luxembourg,Accumulating,Optimized sampling,Long-only,0.16,,Luxembourg,,
IS0R,IS0R.DE,.DE,IE00B4PY7Y77,iShares USD High Yield Corporate Bond UCITS ETF USD (Dist),ETF,Ireland,Distributing,Sampling,Long-only,0.5,,Ireland,,
LYQ3,LYQ3.DE,.DE,LU1650488494,Amundi Euro Government Bond 3-5Y UCITS ETF Acc,ETF,Luxembourg,Accumulating,Full replication,Long-only,0.15,,Luxembourg,,
IQQQ,IQQQ.DE,.DE,IE00B1TXK627,iShares Global Water UCITS ETF,ETF,Ireland,Accumulating,Full replication,Long-only,0.65,,Ireland,,
VAGF,VAGF.DE,.DE,IE00BG47KH54,Vanguard Global Aggregate Bond UCITS ETF EUR Hedged Accumulating,ETF,Ireland,Accumulating,Sampling,Long-only,0.08,,Ireland,,
LYY0,LYY0.DE,.DE,LU1829220216,Amundi MSCI All Country World UCITS ETF EUR Acc,ETF,Luxembourg,Accumulating,Swap based Unfunded,Long-only,0.45,,Luxembourg,,
QDVH,QDVH.DE,.DE,IE00B4JNQZ49,iShares S&P 500 Financials Sector UCITS ETF (Acc),ETF,Ireland,Accumulating,Full replication,Long-only,0.15,,Ireland,,
IQQI,IQQI.DE,.DE,IE00B1FZS467,iShares Global Infrastructure UCITS ETF USD (Dist),ETF,Ireland,Distributing,Full replication,Long-only,0.65,,Ireland,,
SXR2,SXR2.DE,.DE,IE00B52SF786,iShares MSCI Canada UCITS ETF (Acc),ETF,Ireland,Accumulating,Full replication,Long-only,0.48,,Ireland,,
EXVM,EXVM.DE,.DE,DE000A0Q4RZ9,iShares eb.rexx Government Germany 0-1yr UCITS ETF (DE),ETF,Germany,Accumulating,Sampling,Long-only,0.13,,Germany,,
GTSB,GTSB.DE,.DE,LU2924149862,Amundi Global Treasury Bond UCITS ETF USD Hedged Acc,ETF,Luxembourg,Accumulating,Sampling,Long-only,0.12,,Luxembourg,,
ACWIU,ACWIU.SW,.SW,IE00BYM11J43,UBS MSCI ACWI SF UCITS ETF hUSD acc,ETF,Ireland,Accumulating,Swap based,Long-only,0.21,,Ireland,,
IS02,IS02.DE,.DE,IE00BYXYYK40,iShares J.P. Morgan USD Emerging Markets Bond UCITS ETF (Acc),ETF,Ireland,Accumulating,Sampling,Long-only,0.45,,Ireland,,
